timestamp,artist,followers,popularity
2025-12-16 06:32:30.639008+00:00,KNEECAP,472595,64
2025-12-16 06:32:30.731568+00:00,CMAT,206268,62
2025-12-16 06:32:30.846699+00:00,NewDad,177107,55
2025-12-16 06:32:30.984423+00:00,SELLO,7452,21
2025-12-16 06:32:31.131972+00:00,Aby Coulibaly,16016,30
2025-12-16 06:32:31.226597+00:00,Inhaler,515279,61
2025-12-16 06:32:31.298528+00:00,MOIO,68466,45
2025-12-16 06:32:31.376656+00:00,Monjola,12810,26
2025-12-16 06:32:31.635927+00:00,Fizzy Orange,5844,28
2025-12-16 06:32:31.718369+00:00,Annie-Dog,1887,13
2025-12-16 06:32:31.792515+00:00,Kojaque,53860,35
