timestamp,artist,followers,popularity
2025-12-27 06:29:58.226336+00:00,KNEECAP,477120,64
2025-12-27 06:29:58.306440+00:00,CMAT,208874,62
2025-12-27 06:29:58.393976+00:00,NewDad,178752,54
2025-12-27 06:29:58.489539+00:00,SELLO,7463,22
2025-12-27 06:29:58.688857+00:00,Aby Coulibaly,16053,30
2025-12-27 06:29:58.758794+00:00,Inhaler,516832,60
2025-12-27 06:29:58.824182+00:00,MOIO,68668,45
2025-12-27 06:29:58.901272+00:00,Monjola,12832,26
2025-12-27 06:29:59.058633+00:00,Fizzy Orange,5870,28
2025-12-27 06:29:59.176523+00:00,Annie-Dog,1895,12
2025-12-27 06:29:59.261634+00:00,Kojaque,53908,35
