timestamp,artist,followers,popularity
2026-05-18 10:01:17.042613+00:00,KNEECAP,536966,67
2026-05-18 10:01:17.140731+00:00,CMAT,235459,59
2026-05-18 10:01:17.191304+00:00,NewDad,202987,55
2026-05-18 10:01:17.286132+00:00,SELLO,7557,19
2026-05-18 10:01:17.392999+00:00,Aby Coulibaly,16761,30
2026-05-18 10:01:17.469587+00:00,Inhaler,536297,59
2026-05-18 10:01:17.514496+00:00,MOIO,70756,43
2026-05-18 10:01:17.654662+00:00,Monjola,12995,26
2026-05-18 10:01:17.730057+00:00,Fizzy Orange,6122,28
2026-05-18 10:01:17.781593+00:00,Annie-Dog,2008,9
2026-05-18 10:01:17.829686+00:00,Kojaque,55659,39
