timestamp,artist,followers,popularity
2025-09-01 06:29:45.206689+00:00,KNEECAP,414446,66
2025-09-01 06:29:45.272871+00:00,CMAT,176110,65
2025-09-01 06:29:45.311908+00:00,NewDad,155657,54
2025-09-01 06:29:45.353721+00:00,SELLO,7347,23
2025-09-01 06:29:45.408048+00:00,Aby Coulibaly,15722,32
2025-09-01 06:29:45.455052+00:00,Inhaler,499638,61
2025-09-01 06:29:45.512897+00:00,MOIO,65946,47
2025-09-01 06:29:45.630779+00:00,Monjola,12708,29
2025-09-01 06:29:45.706501+00:00,Fizzy Orange,5564,30
2025-09-01 06:29:45.758016+00:00,Annie-Dog,1786,12
2025-09-01 06:29:45.816181+00:00,Kojaque,53555,37
