timestamp,artist,followers,popularity
2026-07-05 08:50:44.048793+00:00,KNEECAP,554524,63
2026-07-05 08:50:44.352736+00:00,CMAT,255370,62
2026-07-05 08:50:44.435127+00:00,NewDad,209935,53
2026-07-05 08:50:44.507859+00:00,SELLO,7592,19
2026-07-05 08:50:44.594212+00:00,Aby Coulibaly,16999,29
2026-07-05 08:50:44.665195+00:00,Inhaler,542976,57
2026-07-05 08:50:44.787835+00:00,MOIO,71803,42
2026-07-05 08:50:44.896717+00:00,Monjola,13196,26
2026-07-05 08:50:45.000942+00:00,Fizzy Orange,6236,28
2026-07-05 08:50:45.080289+00:00,Annie-Dog,2016,6
2026-07-05 08:50:45.346325+00:00,Kojaque,56051,36
