timestamp,artist,followers,popularity
2026-06-23 09:36:19.992343+00:00,KNEECAP,550626,63
2026-06-23 09:36:20.109565+00:00,CMAT,251829,62
2026-06-23 09:36:20.206057+00:00,NewDad,208348,53
2026-06-23 09:36:20.302104+00:00,SELLO,7580,19
2026-06-23 09:36:20.407713+00:00,Aby Coulibaly,16940,28
2026-06-23 09:36:20.508176+00:00,Inhaler,541259,57
2026-06-23 09:36:20.623506+00:00,MOIO,71512,41
2026-06-23 09:36:20.722878+00:00,Monjola,13115,26
2026-06-23 09:36:20.813941+00:00,Fizzy Orange,6207,27
2026-06-23 09:36:20.902474+00:00,Annie-Dog,2015,6
2026-06-23 09:36:21.117832+00:00,Kojaque,55985,36
