timestamp,artist,followers,popularity
2025-12-01 06:32:50.119838+00:00,KNEECAP,465011,63
2025-12-01 06:32:50.302487+00:00,CMAT,200891,61
2025-12-01 06:32:50.472868+00:00,NewDad,174115,54
2025-12-01 06:32:50.555902+00:00,SELLO,7438,21
2025-12-01 06:32:50.646578+00:00,Aby Coulibaly,15957,30
2025-12-01 06:32:50.773401+00:00,Inhaler,511728,60
2025-12-01 06:32:50.850763+00:00,MOIO,67907,44
2025-12-01 06:32:50.976158+00:00,Monjola,12791,25
2025-12-01 06:32:51.086626+00:00,Fizzy Orange,5806,27
2025-12-01 06:32:51.193535+00:00,Annie-Dog,1880,13
2025-12-01 06:32:51.575520+00:00,Kojaque,53764,34
