timestamp,artist,followers,popularity
2026-06-04 09:54:08.354515+00:00,KNEECAP,542900,64
2026-06-04 09:54:08.525615+00:00,CMAT,240961,57
2026-06-04 09:54:08.565752+00:00,NewDad,205349,52
2026-06-04 09:54:08.628654+00:00,SELLO,7563,16
2026-06-04 09:54:08.749434+00:00,Aby Coulibaly,16880,28
2026-06-04 09:54:08.862268+00:00,Inhaler,538212,56
2026-06-04 09:54:08.899447+00:00,MOIO,71211,41
2026-06-04 09:54:08.955940+00:00,Monjola,13032,23
2026-06-04 09:54:09.097135+00:00,Fizzy Orange,6163,26
2026-06-04 09:54:09.148821+00:00,Annie-Dog,2013,6
2026-06-04 09:54:09.204341+00:00,Kojaque,55791,35
