timestamp,artist,followers,popularity
2026-07-24 08:25:16.226075+00:00,KNEECAP,560913,63
2026-07-24 08:25:16.271343+00:00,CMAT,259841,63
2026-07-24 08:25:16.323461+00:00,NewDad,212435,54
2026-07-24 08:25:16.370701+00:00,SELLO,7622,19
2026-07-24 08:25:16.434891+00:00,Aby Coulibaly,17060,29
2026-07-24 08:25:16.491057+00:00,Inhaler,545007,58
2026-07-24 08:25:16.531428+00:00,MOIO,72364,44
2026-07-24 08:25:16.587783+00:00,Monjola,13238,26
2026-07-24 08:25:16.641322+00:00,Fizzy Orange,6269,29
2026-07-24 08:25:16.701292+00:00,Annie-Dog,2023,6
2026-07-24 08:25:16.757886+00:00,Kojaque,56138,36
