timestamp,artist,followers,popularity
2026-02-14 06:43:01.498285+00:00,KNEECAP,496347,61
2026-02-14 06:43:01.561540+00:00,CMAT,218892,58
2026-02-14 06:43:01.627577+00:00,NewDad,187012,52
2026-02-14 06:43:01.709090+00:00,SELLO,7503,17
2026-02-14 06:43:01.830639+00:00,Aby Coulibaly,16307,28
2026-02-14 06:43:01.952331+00:00,Inhaler,524950,58
2026-02-14 06:43:01.999423+00:00,MOIO,69371,41
2026-02-14 06:43:02.083618+00:00,Monjola,12903,24
2026-02-14 06:43:02.173650+00:00,Fizzy Orange,5953,25
2026-02-14 06:43:02.224908+00:00,Annie-Dog,1925,9
2026-02-14 06:43:02.264697+00:00,Kojaque,54535,33
