timestamp,artist,followers,popularity
2026-07-21 08:25:40.242767+00:00,KNEECAP,559678,63
2026-07-21 08:25:40.405267+00:00,CMAT,259214,63
2026-07-21 08:25:40.445445+00:00,NewDad,212082,54
2026-07-21 08:25:40.496274+00:00,SELLO,7617,19
2026-07-21 08:25:40.589893+00:00,Aby Coulibaly,17049,29
2026-07-21 08:25:40.677700+00:00,Inhaler,544710,58
2026-07-21 08:25:40.772592+00:00,MOIO,72292,43
2026-07-21 08:25:40.813374+00:00,Monjola,13233,26
2026-07-21 08:25:40.858422+00:00,Fizzy Orange,6266,29
2026-07-21 08:25:40.912002+00:00,Annie-Dog,2020,6
2026-07-21 08:25:40.959153+00:00,Kojaque,56130,36
