timestamp,artist,followers,popularity
2026-09-08 10:37:42.168420+00:00,KNEECAP,574838,63
2026-09-08 10:37:42.241581+00:00,CMAT,269410,62
2026-09-08 10:37:42.333663+00:00,NewDad,218401,55
2026-09-08 10:37:42.394221+00:00,SELLO,7666,18
2026-09-08 10:37:42.463259+00:00,Aby Coulibaly,17232,29
2026-09-08 10:37:42.524064+00:00,Inhaler,550488,58
2026-09-08 10:37:42.582482+00:00,MOIO,73215,44
2026-09-08 10:37:42.650221+00:00,Monjola,13314,25
2026-09-08 10:37:42.732844+00:00,Fizzy Orange,6364,29
2026-09-08 10:37:42.795737+00:00,Annie-Dog,2031,6
2026-09-08 10:37:42.856281+00:00,Kojaque,56399,36
