timestamp,artist,followers,popularity
2025-11-14 06:29:03.347034+00:00,KNEECAP,457489,62
2025-11-14 06:29:03.415742+00:00,CMAT,197872,60
2025-11-14 06:29:03.462889+00:00,NewDad,171290,54
2025-11-14 06:29:03.558105+00:00,SELLO,7414,19
2025-11-14 06:29:03.618774+00:00,Aby Coulibaly,15906,29
2025-11-14 06:29:03.727120+00:00,Inhaler,509037,59
2025-11-14 06:29:03.784078+00:00,MOIO,67543,44
2025-11-14 06:29:03.839438+00:00,Monjola,12749,25
2025-11-14 06:29:03.900516+00:00,Fizzy Orange,5765,27
2025-11-14 06:29:03.962363+00:00,Annie-Dog,1852,11
2025-11-14 06:29:04.048056+00:00,Kojaque,53704,33
