timestamp,artist,followers,popularity
2026-05-12 08:38:17.603852+00:00,KNEECAP,534035,67
2026-05-12 08:38:17.677806+00:00,CMAT,234559,59
2026-05-12 08:38:17.744129+00:00,NewDad,202120,55
2026-05-12 08:38:17.825236+00:00,SELLO,7552,19
2026-05-12 08:38:17.954754+00:00,Aby Coulibaly,16728,30
2026-05-12 08:38:17.997960+00:00,Inhaler,535560,59
2026-05-12 08:38:18.074234+00:00,MOIO,70546,43
2026-05-12 08:38:18.144288+00:00,Monjola,12986,26
2026-05-12 08:38:18.199359+00:00,Fizzy Orange,6087,28
2026-05-12 08:38:18.272733+00:00,Annie-Dog,2000,8
2026-05-12 08:38:18.331956+00:00,Kojaque,55622,39
