timestamp,artist,followers,popularity
2025-08-14 06:30:06.774224+00:00,KNEECAP,399765,67
2025-08-14 06:30:06.818810+00:00,CMAT,164910,65
2025-08-14 06:30:06.859357+00:00,NewDad,153175,54
2025-08-14 06:30:06.900602+00:00,SELLO,7323,25
2025-08-14 06:30:06.944073+00:00,Aby Coulibaly,15675,33
2025-08-14 06:30:06.981989+00:00,Inhaler,495516,62
2025-08-14 06:30:07.030493+00:00,MOIO,65503,47
2025-08-14 06:30:07.080559+00:00,Monjola,12701,29
2025-08-14 06:30:07.125916+00:00,Fizzy Orange,5494,31
2025-08-14 06:30:07.178266+00:00,Annie-Dog,1780,13
2025-08-14 06:30:07.215567+00:00,Kojaque,53516,37
