timestamp,artist,followers,popularity
2026-01-27 06:34:41.085736+00:00,KNEECAP,487822,63
2026-01-27 06:34:41.186497+00:00,CMAT,215862,61
2026-01-27 06:34:41.261876+00:00,NewDad,183774,55
2026-01-27 06:34:41.352816+00:00,SELLO,7493,21
2026-01-27 06:34:41.620926+00:00,Aby Coulibaly,16226,31
2026-01-27 06:34:41.694123+00:00,Inhaler,522418,61
2026-01-27 06:34:41.768049+00:00,MOIO,69168,44
2026-01-27 06:34:41.841258+00:00,Monjola,12880,27
2026-01-27 06:34:41.916456+00:00,Fizzy Orange,5901,28
2026-01-27 06:34:42.010286+00:00,Annie-Dog,1911,10
2026-01-27 06:34:42.088698+00:00,Kojaque,54340,35
