timestamp,artist,followers,popularity
2026-08-12 07:21:51.890876+00:00,KNEECAP,566939,63
2026-08-12 07:21:51.964241+00:00,CMAT,263606,62
2026-08-12 07:21:52.030522+00:00,NewDad,214652,54
2026-08-12 07:21:52.124403+00:00,SELLO,7640,19
2026-08-12 07:21:52.196862+00:00,Aby Coulibaly,17130,29
2026-08-12 07:21:52.267027+00:00,Inhaler,547355,58
2026-08-12 07:21:52.339622+00:00,MOIO,72712,44
2026-08-12 07:21:52.420738+00:00,Monjola,13278,26
2026-08-12 07:21:52.492864+00:00,Fizzy Orange,6310,30
2026-08-12 07:21:52.560154+00:00,Annie-Dog,2022,7
2026-08-12 07:21:52.663275+00:00,Kojaque,56256,36
