timestamp,artist,followers,popularity
2025-07-12 06:26:51.051311+00:00,KNEECAP,369739,68
2025-07-12 06:26:51.096684+00:00,CMAT,147515,64
2025-07-12 06:26:51.137206+00:00,NewDad,147432,53
2025-07-12 06:26:51.186190+00:00,SELLO,7255,28
2025-07-12 06:26:51.235568+00:00,Aby Coulibaly,15542,32
2025-07-12 06:26:51.289327+00:00,Inhaler,490832,62
2025-07-12 06:26:51.336412+00:00,MOIO,65008,49
2025-07-12 06:26:51.389068+00:00,Monjola,12692,30
2025-07-12 06:26:51.469139+00:00,Fizzy Orange,5341,32
2025-07-12 06:26:51.520005+00:00,Annie-Dog,1769,14
2025-07-12 06:26:51.565695+00:00,Kojaque,53417,38
