timestamp,artist,followers,popularity
2026-01-13 06:33:25.354088+00:00,KNEECAP,483222,63
2026-01-13 06:33:25.436672+00:00,CMAT,213185,62
2026-01-13 06:33:25.526289+00:00,NewDad,181516,54
2026-01-13 06:33:25.707404+00:00,SELLO,7488,21
2026-01-13 06:33:25.777349+00:00,Aby Coulibaly,16111,30
2026-01-13 06:33:25.889838+00:00,Inhaler,520356,61
2026-01-13 06:33:26.017319+00:00,MOIO,68976,44
2026-01-13 06:33:26.117939+00:00,Monjola,12864,26
2026-01-13 06:33:26.230080+00:00,Fizzy Orange,5884,28
2026-01-13 06:33:26.310087+00:00,Annie-Dog,1895,11
2026-01-13 06:33:26.427213+00:00,Kojaque,54138,35
