timestamp,artist,followers,popularity
2026-02-05 06:58:12.126339+00:00,KNEECAP,492027,63
2026-02-05 06:58:12.210859+00:00,CMAT,217662,61
2026-02-05 06:58:12.312545+00:00,NewDad,185525,55
2026-02-05 06:58:12.451055+00:00,SELLO,7500,20
2026-02-05 06:58:12.670606+00:00,Aby Coulibaly,16257,31
2026-02-05 06:58:12.757460+00:00,Inhaler,523771,61
2026-02-05 06:58:12.860520+00:00,MOIO,69296,44
2026-02-05 06:58:13.012562+00:00,Monjola,12898,27
2026-02-05 06:58:13.117086+00:00,Fizzy Orange,5928,28
2026-02-05 06:58:13.223528+00:00,Annie-Dog,1926,11
2026-02-05 06:58:13.320590+00:00,Kojaque,54394,35
