timestamp,artist,followers,popularity
2026-05-11 09:37:37.486826+00:00,KNEECAP,533432,66
2026-05-11 09:37:37.592860+00:00,CMAT,234385,59
2026-05-11 09:37:37.658052+00:00,NewDad,201963,55
2026-05-11 09:37:37.722612+00:00,SELLO,7551,19
2026-05-11 09:37:37.781126+00:00,Aby Coulibaly,16727,30
2026-05-11 09:37:37.824130+00:00,Inhaler,535471,59
2026-05-11 09:37:37.897225+00:00,MOIO,70529,43
2026-05-11 09:37:37.978299+00:00,Monjola,12986,26
2026-05-11 09:37:38.037558+00:00,Fizzy Orange,6087,28
2026-05-11 09:37:38.084909+00:00,Annie-Dog,2000,8
2026-05-11 09:37:38.140063+00:00,Kojaque,55606,39
