timestamp,artist,followers,popularity
2025-10-01 06:27:31.921714+00:00,KNEECAP,436646,66
2025-10-01 06:27:32.003995+00:00,CMAT,188447,67
2025-10-01 06:27:32.065751+00:00,NewDad,162128,57
2025-10-01 06:27:32.122092+00:00,SELLO,7482,22
2025-10-01 06:27:32.176660+00:00,Aby Coulibaly,15791,32
2025-10-01 06:27:32.221689+00:00,Inhaler,501979,62
2025-10-01 06:27:32.438114+00:00,MOIO,66508,46
2025-10-01 06:27:32.492236+00:00,Monjola,12712,29
2025-10-01 06:27:32.568614+00:00,Fizzy Orange,5698,31
2025-10-01 06:27:32.620438+00:00,Annie-Dog,1915,12
2025-10-01 06:27:32.695954+00:00,Kojaque,53620,37
