timestamp,artist,followers,popularity
2025-10-22 06:28:55.249412+00:00,KNEECAP,448906,61
2025-10-22 06:28:55.289506+00:00,CMAT,193713,60
2025-10-22 06:28:55.350283+00:00,NewDad,167073,53
2025-10-22 06:28:55.450209+00:00,SELLO,7492,17
2025-10-22 06:28:55.494601+00:00,Aby Coulibaly,15843,27
2025-10-22 06:28:55.555434+00:00,Inhaler,505261,57
2025-10-22 06:28:55.655635+00:00,MOIO,67193,43
2025-10-22 06:28:55.714376+00:00,Monjola,12732,24
2025-10-22 06:28:55.761593+00:00,Fizzy Orange,5726,27
2025-10-22 06:28:55.800321+00:00,Annie-Dog,1827,9
2025-10-22 06:28:55.845633+00:00,Kojaque,53758,32
