timestamp,artist,followers,popularity
2025-12-25 06:32:10.595732+00:00,KNEECAP,476426,64
2025-12-25 06:32:10.646532+00:00,CMAT,208466,62
2025-12-25 06:32:10.887188+00:00,NewDad,178489,54
2025-12-25 06:32:10.929414+00:00,SELLO,7460,21
2025-12-25 06:32:10.982116+00:00,Aby Coulibaly,16047,30
2025-12-25 06:32:11.046989+00:00,Inhaler,516578,60
2025-12-25 06:32:11.098745+00:00,MOIO,68636,45
2025-12-25 06:32:11.160935+00:00,Monjola,12829,26
2025-12-25 06:32:11.217875+00:00,Fizzy Orange,5868,28
2025-12-25 06:32:11.290229+00:00,Annie-Dog,1891,12
2025-12-25 06:32:11.344574+00:00,Kojaque,53893,35
