timestamp,artist,followers,popularity
2026-08-08 06:50:04.582726+00:00,KNEECAP,565847,63
2026-08-08 06:50:04.623367+00:00,CMAT,262834,62
2026-08-08 06:50:04.659424+00:00,NewDad,214172,54
2026-08-08 06:50:04.695376+00:00,SELLO,7633,19
2026-08-08 06:50:04.759004+00:00,Aby Coulibaly,17117,29
2026-08-08 06:50:04.824291+00:00,Inhaler,546734,58
2026-08-08 06:50:04.926634+00:00,MOIO,72639,44
2026-08-08 06:50:04.964464+00:00,Monjola,13271,26
2026-08-08 06:50:05.016423+00:00,Fizzy Orange,6298,30
2026-08-08 06:50:05.065068+00:00,Annie-Dog,2022,7
2026-08-08 06:50:05.109644+00:00,Kojaque,56231,36
