timestamp,artist,followers,popularity
2026-04-30 08:20:56.706681+00:00,KNEECAP,523705,62
2026-04-30 08:20:56.756732+00:00,CMAT,231834,59
2026-04-30 08:20:56.802071+00:00,NewDad,200196,55
2026-04-30 08:20:56.900754+00:00,SELLO,7544,18
2026-04-30 08:20:57.037491+00:00,Aby Coulibaly,16685,30
2026-04-30 08:20:57.077457+00:00,Inhaler,534261,59
2026-04-30 08:20:57.147656+00:00,MOIO,70253,41
2026-04-30 08:20:57.191435+00:00,Monjola,12980,25
2026-04-30 08:20:57.253792+00:00,Fizzy Orange,6071,27
2026-04-30 08:20:57.323693+00:00,Annie-Dog,1989,8
2026-04-30 08:20:57.395971+00:00,Kojaque,55448,38
