timestamp,artist,followers,popularity
2026-03-06 06:47:36.612617+00:00,KNEECAP,503319,60
2026-03-06 06:47:36.696059+00:00,CMAT,222310,57
2026-03-06 06:47:36.807437+00:00,NewDad,190183,51
2026-03-06 06:47:36.893823+00:00,SELLO,7517,16
2026-03-06 06:47:36.960939+00:00,Aby Coulibaly,16439,29
2026-03-06 06:47:37.020279+00:00,Inhaler,527555,57
2026-03-06 06:47:37.115082+00:00,MOIO,69605,40
2026-03-06 06:47:37.207302+00:00,Monjola,12930,23
2026-03-06 06:47:37.282764+00:00,Fizzy Orange,5980,25
2026-03-06 06:47:37.363007+00:00,Annie-Dog,1931,7
2026-03-06 06:47:37.426215+00:00,Kojaque,54720,33
