timestamp,artist,followers,popularity
2025-11-28 06:30:27.029025+00:00,KNEECAP,463889,63
2025-11-28 06:30:27.183804+00:00,CMAT,200355,61
2025-11-28 06:30:27.250715+00:00,NewDad,173613,54
2025-11-28 06:30:27.318389+00:00,SELLO,7431,20
2025-11-28 06:30:27.386400+00:00,Aby Coulibaly,15948,30
2025-11-28 06:30:27.468600+00:00,Inhaler,511106,59
2025-11-28 06:30:27.695214+00:00,MOIO,67838,44
2025-11-28 06:30:27.799481+00:00,Monjola,12786,25
2025-11-28 06:30:27.966819+00:00,Fizzy Orange,5796,27
2025-11-28 06:30:28.056694+00:00,Annie-Dog,1863,10
2025-11-28 06:30:28.162786+00:00,Kojaque,53756,34
