timestamp,artist,followers,popularity
2025-10-11 06:23:39.127700+00:00,KNEECAP,443314,62
2025-10-11 06:23:39.245488+00:00,CMAT,190622,62
2025-10-11 06:23:39.339858+00:00,NewDad,164586,53
2025-10-11 06:23:39.550878+00:00,SELLO,7384,18
2025-10-11 06:23:39.674795+00:00,Aby Coulibaly,15803,28
2025-10-11 06:23:39.862536+00:00,Inhaler,503446,58
2025-10-11 06:23:40.022131+00:00,MOIO,66896,43
2025-10-11 06:23:40.114226+00:00,Monjola,12723,25
2025-10-11 06:23:40.210667+00:00,Fizzy Orange,5714,27
2025-10-11 06:23:40.326203+00:00,Annie-Dog,1818,9
2025-10-11 06:23:40.465755+00:00,Kojaque,53690,33
