timestamp,artist,followers,popularity
2025-10-02 06:26:54.658473+00:00,KNEECAP,437405,66
2025-10-02 06:26:54.780103+00:00,CMAT,188659,67
2025-10-02 06:26:54.887915+00:00,NewDad,162338,57
2025-10-02 06:26:54.933375+00:00,SELLO,7482,22
2025-10-02 06:26:55.039586+00:00,Aby Coulibaly,15790,32
2025-10-02 06:26:55.096847+00:00,Inhaler,502096,62
2025-10-02 06:26:55.182812+00:00,MOIO,66530,46
2025-10-02 06:26:55.351193+00:00,Monjola,12710,29
2025-10-02 06:26:55.939381+00:00,Fizzy Orange,5698,31
2025-10-02 06:26:55.985279+00:00,Annie-Dog,1917,12
2025-10-02 06:26:56.045892+00:00,Kojaque,53624,37
