timestamp,artist,followers,popularity
2025-08-09 06:27:44.598018+00:00,KNEECAP,396075,67
2025-08-09 06:27:44.658641+00:00,CMAT,162713,65
2025-08-09 06:27:44.763214+00:00,NewDad,152014,54
2025-08-09 06:27:44.814851+00:00,SELLO,7317,26
2025-08-09 06:27:44.906639+00:00,Aby Coulibaly,15663,34
2025-08-09 06:27:44.946958+00:00,Inhaler,494795,62
2025-08-09 06:27:45.022558+00:00,MOIO,65364,47
2025-08-09 06:27:45.078169+00:00,Monjola,12704,29
2025-08-09 06:27:45.162105+00:00,Fizzy Orange,5462,30
2025-08-09 06:27:45.224982+00:00,Annie-Dog,1778,13
2025-08-09 06:27:45.306194+00:00,Kojaque,53500,37
