timestamp,artist,followers,popularity
2025-06-18 06:27:52.306988+00:00,KNEECAP,322956,64
2025-06-18 06:27:52.341011+00:00,CMAT,132592,62
2025-06-18 06:27:52.377717+00:00,NewDad,144558,53
2025-06-18 06:27:52.430666+00:00,SELLO,7169,24
2025-06-18 06:27:52.494209+00:00,Aby Coulibaly,15474,32
2025-06-18 06:27:52.537464+00:00,Inhaler,484589,63
2025-06-18 06:27:52.585986+00:00,MOIO,64592,49
2025-06-18 06:27:52.635878+00:00,Monjola,12691,30
2025-06-18 06:27:52.741663+00:00,Fizzy Orange,5273,31
2025-06-18 06:27:52.802662+00:00,Annie-Dog,1750,16
2025-06-18 06:27:52.840018+00:00,Kojaque,53312,38
