timestamp,artist,followers,popularity
2026-07-19 08:14:39.632232+00:00,KNEECAP,558938,63
2026-07-19 08:14:39.683187+00:00,CMAT,258805,62
2026-07-19 08:14:39.814690+00:00,NewDad,211865,54
2026-07-19 08:14:39.868807+00:00,SELLO,7615,19
2026-07-19 08:14:39.916811+00:00,Aby Coulibaly,17045,29
2026-07-19 08:14:39.959903+00:00,Inhaler,544536,58
2026-07-19 08:14:40.032354+00:00,MOIO,72242,43
2026-07-19 08:14:40.140365+00:00,Monjola,13230,26
2026-07-19 08:14:40.288278+00:00,Fizzy Orange,6262,29
2026-07-19 08:14:40.342927+00:00,Annie-Dog,2019,6
2026-07-19 08:14:40.389793+00:00,Kojaque,56126,36
