timestamp,artist,followers,popularity
2026-09-11 10:39:09.498803+00:00,KNEECAP,575543,63
2026-09-11 10:39:09.615575+00:00,CMAT,269874,62
2026-09-11 10:39:09.704793+00:00,NewDad,218790,55
2026-09-11 10:39:09.797047+00:00,SELLO,7675,18
2026-09-11 10:39:09.865087+00:00,Aby Coulibaly,17242,29
2026-09-11 10:39:09.932067+00:00,Inhaler,550833,58
2026-09-11 10:39:09.993782+00:00,MOIO,73272,44
2026-09-11 10:39:10.064551+00:00,Monjola,13319,25
2026-09-11 10:39:10.147301+00:00,Fizzy Orange,6375,29
2026-09-11 10:39:10.217868+00:00,Annie-Dog,2030,6
2026-09-11 10:39:10.297996+00:00,Kojaque,56417,36
