timestamp,artist,followers,popularity
2025-11-24 06:30:13.288190+00:00,KNEECAP,462213,63
2025-11-24 06:30:13.448416+00:00,CMAT,199605,61
2025-11-24 06:30:13.538225+00:00,NewDad,172901,54
2025-11-24 06:30:13.646343+00:00,SELLO,7424,20
2025-11-24 06:30:13.751688+00:00,Aby Coulibaly,15935,30
2025-11-24 06:30:13.895415+00:00,Inhaler,510449,59
2025-11-24 06:30:14.008955+00:00,MOIO,67697,44
2025-11-24 06:30:14.213157+00:00,Monjola,12776,25
2025-11-24 06:30:14.398746+00:00,Fizzy Orange,5790,27
2025-11-24 06:30:14.532930+00:00,Annie-Dog,1870,10
2025-11-24 06:30:14.637195+00:00,Kojaque,53738,34
