timestamp,artist,followers,popularity
2026-07-20 08:55:21.210276+00:00,KNEECAP,559308,63
2026-07-20 08:55:21.296065+00:00,CMAT,259034,63
2026-07-20 08:55:21.376536+00:00,NewDad,211978,54
2026-07-20 08:55:21.413333+00:00,SELLO,7616,19
2026-07-20 08:55:21.608068+00:00,Aby Coulibaly,17049,29
2026-07-20 08:55:21.670385+00:00,Inhaler,544616,58
2026-07-20 08:55:21.724425+00:00,MOIO,72273,43
2026-07-20 08:55:21.857391+00:00,Monjola,13230,26
2026-07-20 08:55:21.940597+00:00,Fizzy Orange,6264,29
2026-07-20 08:55:22.034972+00:00,Annie-Dog,2019,6
2026-07-20 08:55:22.092756+00:00,Kojaque,56129,36
