timestamp,artist,followers,popularity
2025-07-08 06:28:48.993204+00:00,KNEECAP,363464,67
2025-07-08 06:28:49.050440+00:00,CMAT,146283,64
2025-07-08 06:28:49.103072+00:00,NewDad,146850,53
2025-07-08 06:28:49.153058+00:00,SELLO,7246,28
2025-07-08 06:28:49.227607+00:00,Aby Coulibaly,15521,32
2025-07-08 06:28:49.269874+00:00,Inhaler,490193,63
2025-07-08 06:28:49.314541+00:00,MOIO,65008,49
2025-07-08 06:28:49.369171+00:00,Monjola,12686,30
2025-07-08 06:28:49.424143+00:00,Fizzy Orange,5321,31
2025-07-08 06:28:49.468867+00:00,Annie-Dog,1763,15
2025-07-08 06:28:49.533473+00:00,Kojaque,53404,38
