timestamp,artist,followers,popularity
2025-11-26 06:30:23.836554+00:00,KNEECAP,463091,63
2025-11-26 06:30:23.900460+00:00,CMAT,199998,61
2025-11-26 06:30:23.993404+00:00,NewDad,173275,54
2025-11-26 06:30:24.099675+00:00,SELLO,7427,20
2025-11-26 06:30:24.281524+00:00,Aby Coulibaly,15939,30
2025-11-26 06:30:24.344350+00:00,Inhaler,510767,59
2025-11-26 06:30:24.466559+00:00,MOIO,67771,44
2025-11-26 06:30:24.542938+00:00,Monjola,12780,25
2025-11-26 06:30:24.726546+00:00,Fizzy Orange,5792,27
2025-11-26 06:30:24.886382+00:00,Annie-Dog,1867,10
2025-11-26 06:30:24.946926+00:00,Kojaque,53751,34
