timestamp,artist,followers,popularity
2025-09-16 06:27:01.305191+00:00,KNEECAP,425651,67
2025-09-16 06:27:01.379747+00:00,CMAT,184207,67
2025-09-16 06:27:01.465753+00:00,NewDad,158287,54
2025-09-16 06:27:01.553004+00:00,SELLO,7359,23
2025-09-16 06:27:01.682522+00:00,Aby Coulibaly,15745,32
2025-09-16 06:27:01.758284+00:00,Inhaler,499694,61
2025-09-16 06:27:01.870675+00:00,MOIO,66161,47
2025-09-16 06:27:01.962261+00:00,Monjola,12720,29
2025-09-16 06:27:02.135555+00:00,Fizzy Orange,5657,31
2025-09-16 06:27:02.239710+00:00,Annie-Dog,1900,12
2025-09-16 06:27:02.322298+00:00,Kojaque,53587,37
