timestamp,artist,followers,popularity
2026-09-04 10:38:18.270309+00:00,KNEECAP,573729,63
2026-09-04 10:38:18.370438+00:00,CMAT,268552,62
2026-09-04 10:38:18.439062+00:00,NewDad,217932,55
2026-09-04 10:38:18.507272+00:00,SELLO,7666,18
2026-09-04 10:38:18.576831+00:00,Aby Coulibaly,17215,30
2026-09-04 10:38:18.633881+00:00,Inhaler,550027,58
2026-09-04 10:38:18.688862+00:00,MOIO,73113,44
2026-09-04 10:38:18.748737+00:00,Monjola,13308,26
2026-09-04 10:38:18.866914+00:00,Fizzy Orange,6357,29
2026-09-04 10:38:18.942812+00:00,Annie-Dog,2030,6
2026-09-04 10:38:18.998675+00:00,Kojaque,56375,36
