timestamp,artist,followers,popularity
2025-07-09 06:29:05.682586+00:00,KNEECAP,365276,68
2025-07-09 06:29:05.716437+00:00,CMAT,146610,64
2025-07-09 06:29:05.755191+00:00,NewDad,146995,53
2025-07-09 06:29:05.809471+00:00,SELLO,7248,27
2025-07-09 06:29:05.861391+00:00,Aby Coulibaly,15523,32
2025-07-09 06:29:05.898675+00:00,Inhaler,490377,63
2025-07-09 06:29:05.947535+00:00,MOIO,65009,49
2025-07-09 06:29:05.999647+00:00,Monjola,12688,30
2025-07-09 06:29:06.044946+00:00,Fizzy Orange,5327,31
2025-07-09 06:29:06.091441+00:00,Annie-Dog,1764,14
2025-07-09 06:29:06.147098+00:00,Kojaque,53405,38
