timestamp,artist,followers,popularity
2026-05-27 09:42:38.282311+00:00,KNEECAP,540143,64
2026-05-27 09:42:38.377372+00:00,CMAT,236913,57
2026-05-27 09:42:38.634479+00:00,NewDad,204232,52
2026-05-27 09:42:38.728721+00:00,SELLO,7564,16
2026-05-27 09:42:38.895493+00:00,Aby Coulibaly,16822,28
2026-05-27 09:42:39.127142+00:00,Inhaler,537261,56
2026-05-27 09:42:39.223798+00:00,MOIO,70990,40
2026-05-27 09:42:39.346713+00:00,Monjola,13007,23
2026-05-27 09:42:39.465851+00:00,Fizzy Orange,6146,25
2026-05-27 09:42:39.720944+00:00,Annie-Dog,2011,7
2026-05-27 09:42:39.831208+00:00,Kojaque,55727,35
