timestamp,artist,followers,popularity
2025-09-08 06:28:08.877318+00:00,KNEECAP,417961,66
2025-09-08 06:28:08.930614+00:00,CMAT,179145,67
2025-09-08 06:28:09.018445+00:00,NewDad,156274,54
2025-09-08 06:28:09.102589+00:00,SELLO,7352,23
2025-09-08 06:28:09.182024+00:00,Aby Coulibaly,15726,32
2025-09-08 06:28:09.236920+00:00,Inhaler,500143,61
2025-09-08 06:28:09.341276+00:00,MOIO,66013,47
2025-09-08 06:28:09.393403+00:00,Monjola,12713,29
2025-09-08 06:28:09.473315+00:00,Fizzy Orange,5624,30
2025-09-08 06:28:09.524806+00:00,Annie-Dog,1788,12
2025-09-08 06:28:09.578121+00:00,Kojaque,53559,37
