timestamp,artist,followers,popularity
2025-10-25 06:24:50.888399+00:00,KNEECAP,450219,61
2025-10-25 06:24:51.057328+00:00,CMAT,194312,60
2025-10-25 06:24:51.162075+00:00,NewDad,167715,53
2025-10-25 06:24:51.246283+00:00,SELLO,7489,17
2025-10-25 06:24:51.321429+00:00,Aby Coulibaly,15860,27
2025-10-25 06:24:51.430071+00:00,Inhaler,505649,57
2025-10-25 06:24:51.515267+00:00,MOIO,67235,43
2025-10-25 06:24:51.609139+00:00,Monjola,12732,24
2025-10-25 06:24:51.712860+00:00,Fizzy Orange,5731,27
2025-10-25 06:24:51.769830+00:00,Annie-Dog,1830,9
2025-10-25 06:24:51.844393+00:00,Kojaque,53762,32
