timestamp,artist,followers,popularity
2026-07-28 08:31:17.852893+00:00,KNEECAP,562835,63
2026-07-28 08:31:17.899897+00:00,CMAT,260663,63
2026-07-28 08:31:17.937325+00:00,NewDad,212967,54
2026-07-28 08:31:17.981801+00:00,SELLO,7629,19
2026-07-28 08:31:18.045601+00:00,Aby Coulibaly,17068,29
2026-07-28 08:31:18.127400+00:00,Inhaler,545486,58
2026-07-28 08:31:18.166075+00:00,MOIO,72433,44
2026-07-28 08:31:18.210791+00:00,Monjola,13245,26
2026-07-28 08:31:18.287269+00:00,Fizzy Orange,6278,29
2026-07-28 08:31:18.327714+00:00,Annie-Dog,2023,6
2026-07-28 08:31:18.368882+00:00,Kojaque,56161,36
