timestamp,artist,followers,popularity
2026-01-30 06:48:03.119107+00:00,KNEECAP,489456,63
2026-01-30 06:48:03.262070+00:00,CMAT,216443,61
2026-01-30 06:48:03.314498+00:00,NewDad,184275,55
2026-01-30 06:48:03.376953+00:00,SELLO,7494,21
2026-01-30 06:48:03.452512+00:00,Aby Coulibaly,16230,31
2026-01-30 06:48:03.497355+00:00,Inhaler,522875,61
2026-01-30 06:48:03.551361+00:00,MOIO,69210,44
2026-01-30 06:48:03.608421+00:00,Monjola,12888,27
2026-01-30 06:48:03.680462+00:00,Fizzy Orange,5910,28
2026-01-30 06:48:03.727921+00:00,Annie-Dog,1918,11
2026-01-30 06:48:03.773495+00:00,Kojaque,54366,35
