timestamp,artist,followers,popularity
2025-07-16 06:29:53.718396+00:00,KNEECAP,378777,68
2025-07-16 06:29:53.816106+00:00,CMAT,149323,64
2025-07-16 06:29:53.873439+00:00,NewDad,148221,53
2025-07-16 06:29:53.937485+00:00,SELLO,7270,27
2025-07-16 06:29:54.018798+00:00,Aby Coulibaly,15566,33
2025-07-16 06:29:54.071247+00:00,Inhaler,491868,62
2025-07-16 06:29:54.164656+00:00,MOIO,65087,49
2025-07-16 06:29:54.261196+00:00,Monjola,12694,30
2025-07-16 06:29:54.332097+00:00,Fizzy Orange,5353,32
2025-07-16 06:29:54.397848+00:00,Annie-Dog,1770,14
2025-07-16 06:29:54.459078+00:00,Kojaque,53422,38
