timestamp,artist,followers,popularity
2026-03-16 07:15:56.613017+00:00,KNEECAP,507613,61
2026-03-16 07:15:56.680323+00:00,CMAT,224232,58
2026-03-16 07:15:56.754147+00:00,NewDad,191853,52
2026-03-16 07:15:56.843391+00:00,SELLO,7526,16
2026-03-16 07:15:56.914333+00:00,Aby Coulibaly,16504,29
2026-03-16 07:15:56.964760+00:00,Inhaler,528788,57
2026-03-16 07:15:57.045694+00:00,MOIO,69720,40
2026-03-16 07:15:57.099939+00:00,Monjola,12944,23
2026-03-16 07:15:57.159085+00:00,Fizzy Orange,6003,25
2026-03-16 07:15:57.290536+00:00,Annie-Dog,1962,7
2026-03-16 07:15:57.333382+00:00,Kojaque,54897,34
