timestamp,artist,followers,popularity
2025-12-05 06:30:51.144606+00:00,KNEECAP,467478,63
2025-12-05 06:30:51.260683+00:00,CMAT,202409,61
2025-12-05 06:30:51.350353+00:00,NewDad,175096,54
2025-12-05 06:30:51.539425+00:00,SELLO,7444,21
2025-12-05 06:30:51.832300+00:00,Aby Coulibaly,15967,30
2025-12-05 06:30:51.930983+00:00,Inhaler,513094,60
2025-12-05 06:30:52.055477+00:00,MOIO,68120,45
2025-12-05 06:30:52.173699+00:00,Monjola,12799,26
2025-12-05 06:30:52.249699+00:00,Fizzy Orange,5817,28
2025-12-05 06:30:52.421174+00:00,Annie-Dog,1884,14
2025-12-05 06:30:52.500114+00:00,Kojaque,53793,34
