timestamp,artist,followers,popularity
2025-11-29 06:27:54.957390+00:00,KNEECAP,464258,63
2025-11-29 06:27:55.063921+00:00,CMAT,200535,61
2025-11-29 06:27:55.208111+00:00,NewDad,173774,54
2025-11-29 06:27:55.279185+00:00,SELLO,7434,20
2025-11-29 06:27:55.362561+00:00,Aby Coulibaly,15952,30
2025-11-29 06:27:55.458078+00:00,Inhaler,511319,60
2025-11-29 06:27:55.523393+00:00,MOIO,67850,44
2025-11-29 06:27:55.617599+00:00,Monjola,12788,25
2025-11-29 06:27:55.692872+00:00,Fizzy Orange,5801,27
2025-11-29 06:27:55.864124+00:00,Annie-Dog,1865,11
2025-11-29 06:27:55.932256+00:00,Kojaque,53763,34
