timestamp,artist,followers,popularity
2025-11-02 06:26:50.677533+00:00,KNEECAP,453406,61
2025-11-02 06:26:50.785816+00:00,CMAT,195707,60
2025-11-02 06:26:50.913247+00:00,NewDad,169114,53
2025-11-02 06:26:51.006630+00:00,SELLO,7393,18
2025-11-02 06:26:51.131345+00:00,Aby Coulibaly,15870,27
2025-11-02 06:26:51.244240+00:00,Inhaler,506990,58
2025-11-02 06:26:51.364358+00:00,MOIO,67352,44
2025-11-02 06:26:51.471657+00:00,Monjola,12739,24
2025-11-02 06:26:51.588903+00:00,Fizzy Orange,5743,27
2025-11-02 06:26:51.922492+00:00,Annie-Dog,1835,10
2025-11-02 06:26:52.005889+00:00,Kojaque,53694,32
