timestamp,artist,followers,popularity
2025-11-03 06:30:10.178096+00:00,KNEECAP,453751,62
2025-11-03 06:30:10.301004+00:00,CMAT,195882,60
2025-11-03 06:30:10.391978+00:00,NewDad,169293,53
2025-11-03 06:30:10.499339+00:00,SELLO,7397,18
2025-11-03 06:30:10.623792+00:00,Aby Coulibaly,15872,27
2025-11-03 06:30:10.797915+00:00,Inhaler,507141,58
2025-11-03 06:30:10.877905+00:00,MOIO,67360,44
2025-11-03 06:30:10.944168+00:00,Monjola,12740,24
2025-11-03 06:30:11.030982+00:00,Fizzy Orange,5745,27
2025-11-03 06:30:11.114748+00:00,Annie-Dog,1835,10
2025-11-03 06:30:11.176768+00:00,Kojaque,53694,32
