timestamp,artist,followers,popularity
2026-01-06 06:33:50.065366+00:00,KNEECAP,480722,63
2026-01-06 06:33:50.137250+00:00,CMAT,211339,62
2026-01-06 06:33:50.198912+00:00,NewDad,180327,54
2026-01-06 06:33:50.259122+00:00,SELLO,7477,21
2026-01-06 06:33:50.312860+00:00,Aby Coulibaly,16089,30
2026-01-06 06:33:50.423947+00:00,Inhaler,519126,60
2026-01-06 06:33:50.476005+00:00,MOIO,68853,45
2026-01-06 06:33:50.533744+00:00,Monjola,12848,26
2026-01-06 06:33:50.580768+00:00,Fizzy Orange,5880,28
2026-01-06 06:33:50.627225+00:00,Annie-Dog,1893,11
2026-01-06 06:33:50.672726+00:00,Kojaque,54063,35
