timestamp,artist,followers,popularity
2025-09-20 06:24:18.445459+00:00,KNEECAP,427880,66
2025-09-20 06:24:18.492832+00:00,CMAT,185517,67
2025-09-20 06:24:18.640240+00:00,NewDad,159343,55
2025-09-20 06:24:18.694656+00:00,SELLO,7365,23
2025-09-20 06:24:18.772895+00:00,Aby Coulibaly,15765,32
2025-09-20 06:24:18.964059+00:00,Inhaler,500283,61
2025-09-20 06:24:19.017713+00:00,MOIO,66248,47
2025-09-20 06:24:19.084615+00:00,Monjola,12717,29
2025-09-20 06:24:19.174901+00:00,Fizzy Orange,5669,31
2025-09-20 06:24:19.326817+00:00,Annie-Dog,1901,12
2025-09-20 06:24:19.378518+00:00,Kojaque,53598,37
