timestamp,artist,followers,popularity
2026-02-08 06:48:35.873013+00:00,KNEECAP,493226,63
2026-02-08 06:48:35.938291+00:00,CMAT,218157,60
2026-02-08 06:48:36.015461+00:00,NewDad,186076,54
2026-02-08 06:48:36.111102+00:00,SELLO,7502,20
2026-02-08 06:48:36.192676+00:00,Aby Coulibaly,16280,31
2026-02-08 06:48:36.275815+00:00,Inhaler,524150,60
2026-02-08 06:48:36.338495+00:00,MOIO,69331,43
2026-02-08 06:48:36.436368+00:00,Monjola,12896,26
2026-02-08 06:48:36.514623+00:00,Fizzy Orange,5938,27
2026-02-08 06:48:36.599435+00:00,Annie-Dog,1927,10
2026-02-08 06:48:36.882876+00:00,Kojaque,54463,35
