timestamp,artist,followers,popularity
2026-05-14 08:36:03.757584+00:00,KNEECAP,535075,67
2026-05-14 08:36:03.806248+00:00,CMAT,234834,59
2026-05-14 08:36:03.843331+00:00,NewDad,202417,55
2026-05-14 08:36:03.887777+00:00,SELLO,7552,19
2026-05-14 08:36:03.953453+00:00,Aby Coulibaly,16744,30
2026-05-14 08:36:04.053101+00:00,Inhaler,535802,59
2026-05-14 08:36:04.109610+00:00,MOIO,70602,43
2026-05-14 08:36:04.162341+00:00,Monjola,12989,26
2026-05-14 08:36:04.221988+00:00,Fizzy Orange,6097,28
2026-05-14 08:36:04.274429+00:00,Annie-Dog,2003,8
2026-05-14 08:36:04.377485+00:00,Kojaque,55632,39
