timestamp,artist,followers,popularity
2026-09-23 10:48:46.407308+00:00,KNEECAP,579776,63
2026-09-23 10:48:46.486045+00:00,CMAT,272317,62
2026-09-23 10:48:46.586152+00:00,NewDad,220269,55
2026-09-23 10:48:46.654507+00:00,SELLO,7701,18
2026-09-23 10:48:46.761009+00:00,Aby Coulibaly,17288,30
2026-09-23 10:48:46.832742+00:00,Inhaler,552156,58
2026-09-23 10:48:46.903853+00:00,MOIO,73464,44
2026-09-23 10:48:46.982939+00:00,Monjola,13333,25
2026-09-23 10:48:47.109612+00:00,Fizzy Orange,6393,29
2026-09-23 10:48:47.193082+00:00,Annie-Dog,2035,6
2026-09-23 10:48:47.264794+00:00,Kojaque,56523,36
