timestamp,artist,followers,popularity
2025-09-05 06:26:21.533224+00:00,KNEECAP,417961,66
2025-09-05 06:26:21.567817+00:00,CMAT,179145,67
2025-09-05 06:26:21.602195+00:00,NewDad,156274,54
2025-09-05 06:26:21.639730+00:00,SELLO,7352,23
2025-09-05 06:26:21.681050+00:00,Aby Coulibaly,15726,32
2025-09-05 06:26:21.732968+00:00,Inhaler,500143,61
2025-09-05 06:26:21.777781+00:00,MOIO,66013,47
2025-09-05 06:26:21.826170+00:00,Monjola,12713,29
2025-09-05 06:26:21.893467+00:00,Fizzy Orange,5624,30
2025-09-05 06:26:21.968271+00:00,Annie-Dog,1788,12
2025-09-05 06:26:22.021318+00:00,Kojaque,53559,37
