timestamp,artist,followers,popularity
2026-03-12 06:54:41.383204+00:00,KNEECAP,505201,60
2026-03-12 06:54:41.446344+00:00,CMAT,223416,57
2026-03-12 06:54:41.500485+00:00,NewDad,191168,52
2026-03-12 06:54:41.543205+00:00,SELLO,7519,16
2026-03-12 06:54:41.600549+00:00,Aby Coulibaly,16478,29
2026-03-12 06:54:41.649716+00:00,Inhaler,528330,57
2026-03-12 06:54:41.694377+00:00,MOIO,69674,40
2026-03-12 06:54:41.744629+00:00,Monjola,12942,23
2026-03-12 06:54:41.793886+00:00,Fizzy Orange,5996,25
2026-03-12 06:54:41.836272+00:00,Annie-Dog,1941,7
2026-03-12 06:54:41.888659+00:00,Kojaque,54784,33
