timestamp,artist,followers,popularity
2026-05-22 09:20:05.921158+00:00,KNEECAP,538408,65
2026-05-22 09:20:05.978685+00:00,CMAT,235992,57
2026-05-22 09:20:06.026290+00:00,NewDad,203567,53
2026-05-22 09:20:06.139937+00:00,SELLO,7560,17
2026-05-22 09:20:06.191998+00:00,Aby Coulibaly,16789,28
2026-05-22 09:20:06.232006+00:00,Inhaler,536738,57
2026-05-22 09:20:06.294175+00:00,MOIO,70899,41
2026-05-22 09:20:06.366074+00:00,Monjola,12997,24
2026-05-22 09:20:06.410570+00:00,Fizzy Orange,6133,26
2026-05-22 09:20:06.458402+00:00,Annie-Dog,2009,7
2026-05-22 09:20:06.521866+00:00,Kojaque,55684,36
