timestamp,artist,followers,popularity
2026-08-28 18:13:29.228751+00:00,KNEECAP,571361,63
2026-08-28 18:13:29.267404+00:00,CMAT,266675,62
2026-08-28 18:13:29.332821+00:00,NewDad,216982,55
2026-08-28 18:13:29.378341+00:00,SELLO,7654,18
2026-08-28 18:13:29.441046+00:00,Aby Coulibaly,17181,30
2026-08-28 18:13:29.560392+00:00,Inhaler,549167,58
2026-08-28 18:13:29.623189+00:00,MOIO,72988,44
2026-08-28 18:13:29.660078+00:00,Monjola,13299,26
2026-08-28 18:13:29.720826+00:00,Fizzy Orange,6335,29
2026-08-28 18:13:29.811487+00:00,Annie-Dog,2024,6
2026-08-28 18:13:29.859047+00:00,Kojaque,56350,36
