timestamp,artist,followers,popularity
2026-01-28 06:35:26.178284+00:00,KNEECAP,488125,63
2026-01-28 06:35:26.217131+00:00,CMAT,216054,61
2026-01-28 06:35:26.260929+00:00,NewDad,183943,55
2026-01-28 06:35:26.328047+00:00,SELLO,7493,21
2026-01-28 06:35:26.389707+00:00,Aby Coulibaly,16224,31
2026-01-28 06:35:26.433087+00:00,Inhaler,522568,61
2026-01-28 06:35:26.492775+00:00,MOIO,69173,44
2026-01-28 06:35:26.551622+00:00,Monjola,12884,27
2026-01-28 06:35:26.619969+00:00,Fizzy Orange,5904,28
2026-01-28 06:35:26.680742+00:00,Annie-Dog,1914,10
2026-01-28 06:35:26.767354+00:00,Kojaque,54351,35
