timestamp,artist,followers,popularity
2025-09-13 06:23:09.796755+00:00,KNEECAP,423822,67
2025-09-13 06:23:09.893025+00:00,CMAT,183162,67
2025-09-13 06:23:09.947136+00:00,NewDad,157781,54
2025-09-13 06:23:10.003422+00:00,SELLO,7355,23
2025-09-13 06:23:10.064355+00:00,Aby Coulibaly,15741,32
2025-09-13 06:23:10.132424+00:00,Inhaler,501262,61
2025-09-13 06:23:10.184551+00:00,MOIO,66113,47
2025-09-13 06:23:10.298764+00:00,Monjola,12717,28
2025-09-13 06:23:10.400123+00:00,Fizzy Orange,5648,31
2025-09-13 06:23:10.539448+00:00,Annie-Dog,1790,12
2025-09-13 06:23:10.657284+00:00,Kojaque,53580,37
