timestamp,artist,followers,popularity
2026-03-03 06:51:46.799455+00:00,KNEECAP,502450,60
2026-03-03 06:51:46.845973+00:00,CMAT,221770,57
2026-03-03 06:51:46.885785+00:00,NewDad,189715,51
2026-03-03 06:51:46.938305+00:00,SELLO,7516,16
2026-03-03 06:51:47.016141+00:00,Aby Coulibaly,16424,28
2026-03-03 06:51:47.059704+00:00,Inhaler,527139,57
2026-03-03 06:51:47.126466+00:00,MOIO,69562,40
2026-03-03 06:51:47.170098+00:00,Monjola,12925,23
2026-03-03 06:51:47.226739+00:00,Fizzy Orange,5978,25
2026-03-03 06:51:47.281653+00:00,Annie-Dog,1932,7
2026-03-03 06:51:47.321578+00:00,Kojaque,54704,32
